"referee","games","name","value","perGame","league_average","zscore","avg_zscore","refDuplicate"
"Josh Tiven",54,"Def. 3 secs",4,0.0740740740740741,0.118978400034626,-0.377415782591493,-0.127243121114654,"Josh Tiven"
"Brian Forte",52,"Loose ball",22,0.423076923076923,0.681468775345121,-0.379169026691412,-0.118729547251908,"Brian Forte"
"Brian Forte",52,"Off. charge",12,0.230769230769231,0.37304410415833,-0.381388880840518,-0.118729547251908,"Brian Forte"
"Kevin Scott",47,"Technical",7,0.148936170212766,0.240835552386347,-0.381585614179406,-0.193461001598405,"Kevin Scott"
"Scott Foster",44,"Def. 3 secs",3,0.0681818181818182,0.118978400034626,-0.426939527158079,0.26007933796842,"Scott Foster"
"David Guthrie",36,"Loose ball",14,0.388888888888889,0.681468775345121,-0.429337186150691,-0.0148083516336128,"David Guthrie"
"Karl Lane",52,"Loose ball",20,0.384615384615385,0.681468775345121,-0.435608206083101,-0.0743947520423768,"Karl Lane"
"Courtney Kirkland",45,"Def. 3 secs",3,0.0666666666666667,0.118978400034626,-0.439674204332344,-0.028034642381387,"Courtney Kirkland"
"Ken Mauer",48,"Off. charge",10,0.208333333333333,0.37304410415833,-0.441531628536579,0.0206302978184057,"Ken Mauer"
"Zach Zarba",53,"Technical",7,0.132075471698113,0.240835552386347,-0.451594789932681,-0.14755039031027,"Zach Zarba"
"Ed Malloy",44,"Loose ball",16,0.363636363636364,0.681468775345121,-0.466393213024023,-0.164431122256461,"Ed Malloy"
"Kevin Cutler",43,"Offensive",2,0.0465116279069767,0.0885186864460105,-0.474555827990678,-0.111405402964357,"Kevin Cutler"
"Brent Barnaky",45,"Loose ball",16,0.355555555555556,0.681468775345121,-0.478251141623489,-0.229260187984232,"Brent Barnaky"
"Brent Barnaky",45,"Offensive",2,0.0444444444444444,0.0885186864460105,-0.497908902302204,-0.229260187984232,"Brent Barnaky"
"James Williams",45,"Offensive",2,0.0444444444444444,0.0885186864460105,-0.497908902302204,0.110649740540963,"James Williams"
"Bill Kennedy",43,"Off. charge",8,0.186046511627907,0.37304410415833,-0.501274756646619,-0.321515362565038,"Bill Kennedy"
"Michael Smith",46,"Offensive",2,0.0434782608695652,0.0885186864460105,-0.508823926165199,0.109938049766203,"Michael Smith"
"Marc Davis",56,"Off. charge",10,0.178571428571429,0.37304410415833,-0.521312824459925,-0.155074304941386,"Marc Davis"
"Dedric Taylor",54,"Def. 3 secs",3,0.0555555555555556,0.118978400034626,-0.53306183694362,-0.155577317633578,"Dedric Taylor"
"Tre Maddox",36,"Technical",4,0.111111111111111,0.240835552386347,-0.538643235975113,-0.219705369901467,"Tre Maddox"
"David Guthrie",36,"Off. charge",6,0.166666666666667,0.37304410415833,-0.553225302829263,-0.0148083516336128,"David Guthrie"
"JB DeRosa",51,"Offensive",2,0.0392156862745098,0.0885186864460105,-0.556978443207827,-0.159297686712159,"JB DeRosa"
"Zach Zarba",53,"Offensive",2,0.0377358490566038,0.0885186864460105,-0.573696237803758,-0.14755039031027,"Zach Zarba"
"Josh Tiven",54,"Offensive",2,0.037037037037037,0.0885186864460105,-0.581590751918503,-0.127243121114654,"Josh Tiven"
"Bill Kennedy",43,"Technical",4,0.0930232558139535,0.240835552386347,-0.613747825467536,-0.321515362565038,"Bill Kennedy"
"Pat Fraher",22,"Def. 3 secs",1,0.0454545454545455,0.118978400034626,-0.617959684772052,-0.15806797374981,"Pat Fraher"
"Sean Corbin",47,"Loose ball",12,0.25531914893617,0.681468775345121,-0.625339915527506,0.266135685555513,"Sean Corbin"
"Scott Wall",45,"Def. 3 secs",2,0.0444444444444444,0.118978400034626,-0.626449469554896,-0.00113243705699691,"Scott Wall"
"Kevin Scott",47,"Def. 3 secs",2,0.0425531914893617,0.118978400034626,-0.642345236807879,-0.193461001598405,"Kevin Scott"
"David Guthrie",36,"Offensive",1,0.0277777777777778,0.0885186864460105,-0.686193063938877,-0.0148083516336128,"David Guthrie"
"Brent Barnaky",45,"Technical",3,0.0666666666666667,0.240835552386347,-0.723185941585068,-0.229260187984232,"Brent Barnaky"
"Bill Kennedy",43,"Offensive",1,0.0232558139534884,0.0885186864460105,-0.737277913995339,-0.321515362565038,"Bill Kennedy"
"Jacyn Goble",45,"Offensive",1,0.0222222222222222,0.0885186864460105,-0.748954451151102,-0.18750172746637,"Jacyn Goble"
"Tom Washington",34,"Technical",2,0.0588235294117647,0.240835552386347,-0.755752301398589,-0.0479063795865843,"Tom Washington"
"Tre Maddox",36,"Def. 3 secs",1,0.0277777777777778,0.118978400034626,-0.76653091847181,-0.219705369901467,"Tre Maddox"
"Jacyn Goble",45,"Def. 3 secs",1,0.0222222222222222,0.118978400034626,-0.813224734777448,-0.18750172746637,"Jacyn Goble"
"JB DeRosa",51,"Def. 3 secs",1,0.0196078431372549,0.118978400034626,-0.835198295391866,-0.159297686712159,"JB DeRosa"
"Derrick Collins",50,"Technical",0,0,0.240835552386347,-1,-0.137333094852853,"Derrick Collins"
"Ed Malloy",44,"Def. 3 secs",0,0,0.118978400034626,-1,-0.164431122256461,"Ed Malloy"
